Source,Target,Type,Label,Weight,source type,edge label,target type,gender
Ein Nagelschmied,Nagelschmied,Undirected,,1,Figur,verkörpert,Rolle,
Ein Nagelschmied,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Julian,alter männlich,Undirected,,1,Figur,verkörpert,Rolle,
Bonaparte,Artillerieleutnant,Undirected,,1,Figur,verkörpert,Rolle,
Bonaparte,Herr,Undirected,,1,Figur,verkörpert,Rolle,
Der Ortsrichter,Ehrenmännlich,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Gottesgelehrter,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Musterschüler,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Feigling,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Fremdling,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Hauslehrer,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Bauernjunge,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Mädchen,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Wesen,Undirected,,1,Figur,verkörpert,Rolle,
weiblich von Rênal,junges Mädchen,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Kerl,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Herr,Undirected,,1,Figur,verkörpert,Rolle,
Julian,junger männlich,Undirected,,1,Figur,verkörpert,Rolle,
Durand,Schneider,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Herr von Rênal,Herrschaften,Undirected,,1,Figur,verkörpert,Rolle,
weiblich von Rênal,Herrschaften,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Ankömmling,Undirected,,1,Figur,verkörpert,Rolle,
Adolf,junger Herr,Undirected,,1,Figur,verkörpert,Rolle,
Adolf,Knabe,Undirected,,1,Figur,verkörpert,Rolle,
Herr von Rênal,Eltern,Undirected,,1,Figur,verkörpert,Rolle,
weiblich von Rênal,Eltern,Undirected,,1,Figur,verkörpert,Rolle,
Die Köchin,Person,Undirected,,1,Figur,verkörpert,Rolle,
Die Köchin,Köchin,Undirected,,1,Figur,verkörpert,Rolle,
Jüngster Sohn der Rênals,Kleiner,Undirected,,1,Figur,verkörpert,Rolle,
Herr Charcot von Maugiron,Landrat,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Unnahbarer,Undirected,,1,Figur,verkörpert,Rolle,
Chélan,Abgott,Undirected,,1,Figur,verkörpert,Rolle,
Adolf,Bürschchen,Undirected,,1,Figur,verkörpert,Rolle,
Zweites Kind der Rênals,Bürschchen,Undirected,,1,Figur,verkörpert,Rolle,
Jüngster Sohn der Rênals,Bürschchen,Undirected,,1,Figur,verkörpert,Rolle,
Adolf,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Zweites Kind der Rênals,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Jüngster Sohn der Rênals,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Findelkind,Undirected,,1,Figur,verkörpert,Rolle,
Brüder von Julian,Holzknechte,Undirected,,1,Figur,verkörpert,Rolle,
Elise,Kammerjungfer,Undirected,,1,Figur,verkörpert,Rolle,
weiblich von Rênal,Herrin,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Schulmeister,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Geistlicher,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Abbé,Undirected,,1,Figur,verkörpert,Rolle,
weiblich von Rênal,Erbin,Undirected,,1,Figur,verkörpert,Rolle,
weiblich Derville,Freundin,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Lieber,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Schlucker,Undirected,,1,Figur,verkörpert,Rolle,
Julian,kein Lump,Undirected,,1,Figur,verkörpert,Rolle,
Herr Valenod,Feind,Undirected,,1,Figur,verkörpert,Rolle,
weiblich von Rênal,Verehrteste,Undirected,,1,Figur,verkörpert,Rolle,
Der Buchhändler,Liberaler,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Theologe,Undirected,,1,Figur,verkörpert,Rolle,
Herr von Rênal,Gebieter,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Student,Undirected,,1,Figur,verkörpert,Rolle,
Herr von Rênal,Hausherr,Undirected,,1,Figur,verkörpert,Rolle,
Tante,Betschwester,Undirected,,1,Figur,verkörpert,Rolle,
Chélan,Beichtvater,Undirected,,1,Figur,verkörpert,Rolle,
Elise,Mädchen,Undirected,,1,Figur,verkörpert,Rolle,
Elise,Fräulein,Undirected,,1,Figur,verkörpert,Rolle,
Chélan,Seelsorger,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Narr,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Bauersmännlich,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Meister,Undirected,,1,Figur,verkörpert,Rolle,
Elise,Jungfer,Undirected,,1,Figur,verkörpert,Rolle,
Sägemüller,Handwerker,Undirected,,1,Figur,verkörpert,Rolle,
Elise,Nebenbuhlerin,Undirected,,1,Figur,verkörpert,Rolle,
weiblich von Rênal,Zuschauerin,Undirected,,1,Figur,verkörpert,Rolle,
weiblich von Rênal,Kleinstädterin,Undirected,,1,Figur,verkörpert,Rolle,
weiblich von Rênal,Hausweiblich,Undirected,,1,Figur,verkörpert,Rolle,
Herr von Rênal,Grandseigneur,Undirected,,1,Figur,verkörpert,Rolle,
Herr von Rênal,Ehegemahl,Undirected,,1,Figur,verkörpert,Rolle,
weiblich von Rênal,Gebieterin,Undirected,,1,Figur,verkörpert,Rolle,
weiblich von Rênal,Base,Undirected,,1,Figur,verkörpert,Rolle,
Julian,Neunzehnjähriger,Undirected,,1,Figur,verkörpert,Rolle,
Julian,König,Undirected,,1,Figur,verkörpert,Rolle,
Natalie,weiblich,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Neugeborenes,Undirected,,1,Figur,verkörpert,Rolle,
Natalie,Mutter,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Charles de Vandenesse,Bruder,Undirected,,1,Figur,verkörpert,Rolle,
Schwester von Felix,Schwester,Undirected,,1,Figur,verkörpert,Rolle,
Mutter von Felix,Mutter,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Enterbter,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Träumer,Undirected,,1,Figur,verkörpert,Rolle,
Madmoiselle Caroline,Gouvernante,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Heimtücker,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Junge,Undirected,,1,Figur,verkörpert,Rolle,
Mutter von Felix,Madame,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Lügner,Undirected,,1,Figur,verkörpert,Rolle,
Charles de Vandenesse,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Charles de Vandenesse,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Charles de Vandenesse,Liebling,Undirected,,1,Figur,verkörpert,Rolle,
Charles de Vandenesse,Augapfel,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Externer,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Zielscheibe,Undirected,,1,Figur,verkörpert,Rolle,
Charles de Vandenesse,Spaßvogel,Undirected,,1,Figur,verkörpert,Rolle,
Vater von Felix,Vater,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Erfinder,Undirected,,1,Figur,verkörpert,Rolle,
Doisy,Portier,Undirected,,1,Figur,verkörpert,Rolle,
Doisy,Schmugger,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Vertrauter,Undirected,,1,Figur,verkörpert,Rolle,
Doisy,Meister,Undirected,,1,Figur,verkörpert,Rolle,
Charles de Vandenesse,Unterhändler,Undirected,,1,Figur,verkörpert,Rolle,
Doisy,Unterhändler,Undirected,,1,Figur,verkörpert,Rolle,
Charles de Vandenesse,Dolmetscher,Undirected,,1,Figur,verkörpert,Rolle,
Charles de Vandenesse,Fürsprecher,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Sohn,Undirected,,1,Figur,verkörpert,Rolle,
Marat,Engel,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Interner,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Schuldner,Undirected,,1,Figur,verkörpert,Rolle,
Monsier Lepître,Professor,Undirected,,1,Figur,verkörpert,Rolle,
Marquise de Listomère,Dame,Undirected,,1,Figur,verkörpert,Rolle,
Marquise de Listomère,Tante,Undirected,,1,Figur,verkörpert,Rolle,
Jean,Kammerdiener,Undirected,,1,Figur,verkörpert,Rolle,
Monsier Lepître,Edler,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Vogel,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Greis,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Jüngling,Undirected,,1,Figur,verkörpert,Rolle,
Mutter von Felix,Rabenmutter,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Schauspieler,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Zwanzigjähriger,Undirected,,1,Figur,verkörpert,Rolle,
Mutter von Felix,weiblich,Undirected,,1,Figur,verkörpert,Rolle,
Mutter von Felix,Listomères,Undirected,,1,Figur,verkörpert,Rolle,
Mutter von Felix,Herzloser,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Wehrloser,Undirected,,1,Figur,verkörpert,Rolle,
Charles de Vandenesse,Wehrloser,Undirected,,1,Figur,verkörpert,Rolle,
Marquise de Listomère,Vetter,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Vogel,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Nachbarin,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Monsieur,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,weiblich,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Königin,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Auserwählte,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Tier,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Freundin,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Hund,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,Eigentümer,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,Sproß,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,von Lenoncourt,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Comtesse,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,Gemahl,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Messieur,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Chessel,Gastgeber,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Schloßherrin,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Mädchen,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Chessel,Begleiter,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,Nachbar,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Gastgeberin,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Chessel,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Schwan,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Sprecherin,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Mona Lisa,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Sklavin,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Mutter,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Naturmensch,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Mädchen,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Wachtposten,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Wilder,Undirected,,1,Figur,verkörpert,Rolle,
Comte de Mortsauf,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Schatz,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,Comte,Undirected,,1,Figur,verkörpert,Rolle,
Madeleine,Mädchen,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,Vater,Undirected,,1,Figur,verkörpert,Rolle,
Madeleine,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Madeleine,Kleine,Undirected,,1,Figur,verkörpert,Rolle,
Madeleine,Zigeunermädchen,Undirected,,1,Figur,verkörpert,Rolle,
Jaques,Sohn,Undirected,,1,Figur,verkörpert,Rolle,
Madeleine,Schwester,Undirected,,1,Figur,verkörpert,Rolle,
Jaques,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Jaques,Liebling,Undirected,,1,Figur,verkörpert,Rolle,
Madeleine,Liebling,Undirected,,1,Figur,verkörpert,Rolle,
Madeleine,Aal,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,Wolf,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,Edelmännlich,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,Schlendrian,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,Krautjunker,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,Grundbesitzer,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,Leser,Undirected,,1,Figur,verkörpert,Rolle,
Madeleine,Person,Undirected,,1,Figur,verkörpert,Rolle,
Jaques,Person,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Person,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,Person,Undirected,,1,Figur,verkörpert,Rolle,
Madeleine,Tochter,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Liebe,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,Herr,Undirected,,1,Figur,verkörpert,Rolle,
Felix de Vandenesse,Herr,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Chessel,Durand,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Chessel,D.,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Chessel,Generaldirektor,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Chessel,Mensch,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Chessel,Herr,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Chessel,Fürst,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Chessel,weiblich,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Chessel,Nachbar,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Chessel,Schloßherrin,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,Sohn,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,Emigrant,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,Fremdling,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,Verbannter,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur de Mortsauf,Armer,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Tochter,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Mademoiselle de Lenoncourt,Undirected,,1,Figur,verkörpert,Rolle,
Duchesse de Verneuil,Tante,Undirected,,1,Figur,verkörpert,Rolle,
Duchesse de Verneuil,Schwester,Undirected,,1,Figur,verkörpert,Rolle,
Duchesse de Verneuil,Adoptivmutter,Undirected,,1,Figur,verkörpert,Rolle,
Duchesse de Verneuil,Madame,Undirected,,1,Figur,verkörpert,Rolle,
Duchesse de Verneuil,Freundin,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur Saint-Martin,Philosoph,Undirected,,1,Figur,verkörpert,Rolle,
Monsieur Saint-Martin,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Duchesse de Verneuil,Greis,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Nichte,Undirected,,1,Figur,verkörpert,Rolle,
Jaques,Neugeborener,Undirected,,1,Figur,verkörpert,Rolle,
Madame de Mortsauf,Comte,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,Gutsherr,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,Bursche,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,Nachbar,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Lockwood,Pächter,Undirected,,1,Figur,verkörpert,Rolle,
Joseph,Gesinde,Undirected,,1,Figur,verkörpert,Rolle,
Joseph,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,Eigentümer,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,Zigeuner,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,Landesjunker,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Lockwood,Schnecke,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,Herr,Undirected,,1,Figur,verkörpert,Rolle,
Joseph,Knecht,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Lockwood,Gast,Undirected,,1,Figur,verkörpert,Rolle,
Haushälterin,weiblich,Undirected,,1,Figur,verkörpert,Rolle,
Cathy Linton,Wesen,Undirected,,1,Figur,verkörpert,Rolle,
Cathy Linton,weiblich,Undirected,,1,Figur,verkörpert,Rolle,
Cathy Linton,Wirtin,Undirected,,1,Figur,verkörpert,Rolle,
Cathy Linton,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Cathy Linton,Hausweiblich,Undirected,,1,Figur,verkörpert,Rolle,
Cathy Linton,Mrs. Heathcliff,Undirected,,1,Figur,verkörpert,Rolle,
Cathy Linton,Schutzengel,Undirected,,1,Figur,verkörpert,Rolle,
Hareton Earnshaw,Tölpel,Undirected,,1,Figur,verkörpert,Rolle,
Hareton Earnshaw,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Hareton Earnshaw,Knecht,Undirected,,1,Figur,verkörpert,Rolle,
Hareton Earnshaw,Landarbeiter,Undirected,,1,Figur,verkörpert,Rolle,
Cathy Linton,Dame,Undirected,,1,Figur,verkörpert,Rolle,
Hareton Earnshaw,Bauernlümmel,Undirected,,1,Figur,verkörpert,Rolle,
Hareton Earnshaw,Nachbar,Undirected,,1,Figur,verkörpert,Rolle,
Cathy Linton,Schwiegertochter,Undirected,,1,Figur,verkörpert,Rolle,
Hareton Earnshaw,Gefährte,Undirected,,1,Figur,verkörpert,Rolle,
Cathy Linton,Fee,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,Wirt,Undirected,,1,Figur,verkörpert,Rolle,
Hareton Earnshaw,Sohn,Undirected,,1,Figur,verkörpert,Rolle,
Hareton Earnshaw,Bär,Undirected,,1,Figur,verkörpert,Rolle,
Joseph,Kerl,Undirected,,1,Figur,verkörpert,Rolle,
Joseph,Häuchler,Undirected,,1,Figur,verkörpert,Rolle,
Joseph,Alter,Undirected,,1,Figur,verkörpert,Rolle,
Joseph,Verworfener,Undirected,,1,Figur,verkörpert,Rolle,
Joseph,Auswurf,Undirected,,1,Figur,verkörpert,Rolle,
Mrs. Heathcliff,Hexe,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Lockwood,Fremder,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,Kerl,Undirected,,1,Figur,verkörpert,Rolle,
Earnshaw,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Hareton Earnshaw,Herr,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,Übeltäter,Undirected,,1,Figur,verkörpert,Rolle,
Hareton Earnshaw,Übeltäter,Undirected,,1,Figur,verkörpert,Rolle,
Zillah,Person,Undirected,,1,Figur,verkörpert,Rolle,
Zillah,Haushälterin,Undirected,,1,Figur,verkörpert,Rolle,
Hareton Earnshaw,Pflegel,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Lockwood,Mensch,Undirected,,1,Figur,verkörpert,Rolle,
Catherine Earnshaw,Catherine Heathcliff,Undirected,,1,Figur,verkörpert,Rolle,
Cathrine Heathcliff,Catherin Linton,Undirected,,1,Figur,verkörpert,Rolle,
Joseph,Freund,Undirected,,1,Figur,verkörpert,Rolle,
Joseph,Ackerknecht,Undirected,,1,Figur,verkörpert,Rolle,
Hindley Earnshaw,Bruder,Undirected,,1,Figur,verkörpert,Rolle,
Hindley Earnshaw,Tyrann,Undirected,,1,Figur,verkörpert,Rolle,
Frances,Liebling,Undirected,,1,Figur,verkörpert,Rolle,
Hindley Earnshaw,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Frances,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Hindley Earnshaw,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Earnshaw,Herr,Undirected,,1,Figur,verkörpert,Rolle,
Hindley Earnshaw,Landstreicher,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Earnshaw,Vater,Undirected,,1,Figur,verkörpert,Rolle,
Joseph,Führer,Undirected,,1,Figur,verkörpert,Rolle,
Joseph,Begleiter,Undirected,,1,Figur,verkörpert,Rolle,
Jabes Branderham,Sünder,Undirected,,1,Figur,verkörpert,Rolle,
Joseph,Angreifer,Undirected,,1,Figur,verkörpert,Rolle,
Jabes Branderham,Störenfried,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,Eindringling,Undirected,,1,Figur,verkörpert,Rolle,
Zillah,Magd,Undirected,,1,Figur,verkörpert,Rolle,
Catherin Linton,Racker,Undirected,,1,Figur,verkörpert,Rolle,
Catherin Earnshaw,Racker,Undirected,,1,Figur,verkörpert,Rolle,
Catherin Earnshaw,Wechselweib,Undirected,,1,Figur,verkörpert,Rolle,
Catherin Linton,Wechselweib,Undirected,,1,Figur,verkörpert,Rolle,
Catherin Linton,Geschöpf,Undirected,,1,Figur,verkörpert,Rolle,
Catherine Earnshaw,Geschöpf,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Lockwood,Zeuge,Undirected,,1,Figur,verkörpert,Rolle,
Catherine,Cathy,Undirected,,1,Figur,verkörpert,Rolle,
Catherine,Herzensliebling,Undirected,,1,Figur,verkörpert,Rolle,
Catherine,Schwiegertochter,Undirected,,1,Figur,verkörpert,Rolle,
Catherine,Gans,Undirected,,1,Figur,verkörpert,Rolle,
Catherine,Schaf,Undirected,,1,Figur,verkörpert,Rolle,
Catherine,weiblichenzimmer,Undirected,,1,Figur,verkörpert,Rolle,
Catherine,Dame,Undirected,,1,Figur,verkörpert,Rolle,
Catherine,Sprecherin,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,Führer,Undirected,,1,Figur,verkörpert,Rolle,
Mrs. Dean,Klatschbase,Undirected,,1,Figur,verkörpert,Rolle,
Mrs. Dean,Mädchen,Undirected,,1,Figur,verkörpert,Rolle,
Isabella Linton,weiblich,Undirected,,1,Figur,verkörpert,Rolle,
Mrs. Dean,Haushälterin,Undirected,,1,Figur,verkörpert,Rolle,
Catherine,Witwe,Undirected,,1,Figur,verkörpert,Rolle,
Catherine,Fremde,Undirected,,1,Figur,verkörpert,Rolle,
Catherine,Einheimische,Undirected,,1,Figur,verkörpert,Rolle,
Catherine,Verwandte,Undirected,,1,Figur,verkörpert,Rolle,
Catherine,Ding,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Linton,Vorgänger,Undirected,,1,Figur,verkörpert,Rolle,
Hareton Earnshaw,Neffe,Undirected,,1,Figur,verkörpert,Rolle,
Hareton Earnshaw,Vetter,Undirected,,1,Figur,verkörpert,Rolle,
Isabella Linton,Schwester,Undirected,,1,Figur,verkörpert,Rolle,
Hareton Earnshaw,Letzer,Undirected,,1,Figur,verkörpert,Rolle,
Catherine,Letzte,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,Patron,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,Grobian,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,Kukuksei,Undirected,,1,Figur,verkörpert,Rolle,
Hareton Earnshaw,Vogel,Undirected,,1,Figur,verkörpert,Rolle,
Hareton Earnshaw,Junge,Undirected,,1,Figur,verkörpert,Rolle,
Mrs. Dean,weiblich,Undirected,,1,Figur,verkörpert,Rolle,
Hindley Earnshaw,Vater,Undirected,,1,Figur,verkörpert,Rolle,
Catherine,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Hindley,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Mrs. Earnshaw,weiblich,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,Zigeunerjunge,Undirected,,1,Figur,verkörpert,Rolle,
Hindsley,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Mrs. Earnshaw,Herrin,Undirected,,1,Figur,verkörpert,Rolle,
Mr. heathcliff,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Catherine,Zuschauer,Undirected,,1,Figur,verkörpert,Rolle,
Hindsley,Zuschauer,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,Vater,Undirected,,1,Figur,verkörpert,Rolle,
Hindsley,Junge,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Heathcliff,Fremder,Undirected,,1,Figur,verkörpert,Rolle,
