Id,Label,node type,gender,type
Chäpper,Chäpper,,männlich,Rolle
Ägypter,Ägypter,,genderneutral,Rolle
Griechen,Griechen,,genderneutral,Rolle
Römer,Römer,,männlich,Rolle
Meister Silberschmied,Meister Silberschmied,,männlich,Rolle
Meister Kuser,Meister Kuser,,männlich,Rolle
Tochtermännlich,Tochtermännlich,,männlich,Rolle
Geschäftsmännlich,Geschäftsmännlich,,männlich,Rolle
Regierungsschreiber,Regierungsschreiber,,männlich,Rolle
Schwäher,Schwäher,,männlich,Rolle
Gegenschwäher,Gegenschwäher,,männlich,Rolle
Verwaltungsbeamter,Verwaltungsbeamter,,männlich,Rolle
Schnauer,Schnauer,,männlich,Rolle
Hartherziger,Hartherziger,,männlich,Rolle
Gegenschäher,Gegenschäher,,männlich,Rolle
Zimmermännlichs Tochter,Zimmermännlichs Tochter,,weiblich,Rolle
Karls Brüder,Karls Brüder,,männlich,Rolle
Fester,Fester,,männlich,Rolle
Aufrechter,Aufrechter,,männlich,Rolle
Meister Frymännlich,Meister Frymännlich,,männlich,Rolle
Ungetreue,Ungetreue,,weiblich,Rolle
Schütz,Schütz,,männlich,Rolle
Schlafkameraden,Schlafkameraden,,männlich,Rolle
Füsilier,Füsilier,,männlich,Rolle
Buchbinder,Buchbinder,,männlich,Rolle
Infanteriesoldaten,Infanteriesoldaten,,männlich,Rolle
Unterinstruktoren,Unterinstruktoren,,männlich,Rolle
Bedienten,Bedienten,,männlich,Rolle
Bauernsohn,Bauernsohn,,männlich,Rolle
Geizkragen,Geizkragen,,genderneutral,Rolle
Scharfschütz,Scharfschütz,,männlich,Rolle
Gönner,Gönner,,männlich,Rolle
Schnapphahn,Schnapphahn,,genderneutral,Rolle
Bauernfilz,Bauernfilz,,männlich,Rolle
Herminen,Herminen,,weiblich,Rolle
Gevatterin,Gevatterin,,weiblich,Rolle
Person4,Person4,,genderneutral,Rolle
Alze,Alze,,weiblich,Rolle
Aff,Aff,,männlich,Rolle
Staatshexe,Staatshexe,,weiblich,Rolle
Scharfschütze,Scharfschütze,,männlich,Rolle
Tagdieb,Tagdieb,,männlich,Rolle
Sohne,Sohne,,männlich,Rolle
Praktikus,Praktikus,,männlich,Rolle
Wohldiener,Wohldiener,,männlich,Rolle
Mensche,Mensche,,genderneutral,Rolle
Jünglinge,Jünglinge,,männlich,Rolle
Zimmergenossen,Zimmergenossen,,männlich,Rolle
Schildwachen,Schildwachen,,männlich,Rolle
Verhöhnte,Verhöhnte,,männlich,Rolle
Herr Ruckstuhl,Herr Ruckstuhl,,männlich,Rolle
Musjö,Musjö,,männlich,Rolle
Lehrlinge,Lehrlinge,,genderneutral,Rolle
Freier,Freier,,männlich,Rolle
Schützen,Schützen,,männlich,Rolle
Vorgesetze,Vorgesetze,,männlich,Rolle
Sprecher,Sprecher,,männlich,Rolle
Redner,Redner,,männlich,Rolle
Pflugmacher,Pflugmacher,,männlich,Rolle
Daniel,Daniel,,männlich,Rolle
Brudermännlich,Brudermännlich,,männlich,Rolle
Gelbschnabel,Gelbschnabel,,männlich,Rolle
Fähndrich,Fähndrich,,männlich,Rolle
Schweizer,Schweizer,,männlich,Rolle
Zürcher,Zürcher,,männlich,Rolle
Berner,Berner,,männlich,Rolle
Unterwaldner,Unterwaldner,,männlich,Rolle
Neunburger,Neunburger,,männlich,Rolle
Basler,Basler,,männlich,Rolle
Empfangsredner,Empfangsredner,,männlich,Rolle
Chäppermännlich,Chäppermännlich,,männlich,Rolle
Unechte,Unechte,,männlich,Rolle
Ungerechte,Ungerechte,,männlich,Rolle
Eitle,Eitle,,männlich,Rolle
Nichtige,Nichtige,,männlich,Rolle
Maulheld,Maulheld,,männlich,Rolle
Hausknecht,Hausknecht,,männlich,Rolle
Zuwachs,Zuwachs,,genderneutral,Rolle
Landleute,Landleute,,genderneutral,Rolle
Jung,Jung,,genderneutral,Rolle
Ungelehrte,Ungelehrte,,genderneutral,Rolle
Landmädchen,Landmädchen,,weiblich,Rolle
Häuser,Häuser,,genderneutral,Rolle
Essende,Essende,,genderneutral,Rolle
Vorsichtigen,Vorsichtigen,,genderneutral,Rolle
Sparsamen,Sparsamen,,genderneutral,Rolle
Allzuvornehmen,Allzuvornehmen,,genderneutral,Rolle
Armen,Armen,,genderneutral,Rolle
Hauptredner,Hauptredner,,männlich,Rolle
Sonntagsschützen,Sonntagsschützen,,männlich,Rolle
Begleiterin,Begleiterin,,weiblich,Rolle
Schützin,Schützin,,weiblich,Rolle
Thurgauerin,Thurgauerin,,weiblich,Rolle
Gesell,Gesell,,männlich,Rolle
Uralte,Uralte,,männlich,Rolle
Lämmlein,Lämmlein,,genderneutral,Rolle
Weibli,Weibli,,weiblich,Rolle
Burschli,Burschli,,männlich,Rolle
Herrlein,Herrlein,,männlich,Rolle
Entlebucher,Entlebucher,,männlich,Rolle
Berghirt,Berghirt,,männlich,Rolle
Schneiderskind,Schneiderskind,,genderneutral,Rolle
Wachposten,Wachposten,,männlich,Rolle
Welthelden,Welthelden,,männlich,Rolle
Verfassungsbrecher,Verfassungsbrecher,,männlich,Rolle
Volksverräter,Volksverräter,,männlich,Rolle
Herren Söhne,Herren Söhne,,männlich,Rolle
Festen,Festen,,männlich,Rolle
Aufrechten,Aufrechten,,männlich,Rolle
Freiheitliebenden,Freiheitliebenden,,genderneutral,Rolle
Freunden,Freunden,,männlich,Rolle
Handwerksmeister,Handwerksmeister,,männlich,Rolle
Vaterlandsfreunde,Vaterlandsfreunde,,männlich,Rolle
Erzpolitiker,Erzpolitiker,,männlich,Rolle
Haustyrannen,Haustyrannen,,männlich,Rolle
Musterbilde,Musterbilde,,genderneutral,Rolle
Bauernkinder,Bauernkinder,,genderneutral,Rolle
Nachbaren,Nachbaren,,männlich,Rolle
Krachern,Krachern,,männlich,Rolle
männlichen,männlichen,,männlich,Rolle
Antragssteller,Antragssteller,,männlich,Rolle
Gewinnlustigen,Gewinnlustigen,,männlich,Rolle
die Alten,die Alten,,männlich,Rolle
Pärchen,Pärchen,,genderneutral,Rolle
Freiheitsliebenden,Freiheitsliebenden,,genderneutral,Rolle
weiblichensleute,weiblichensleute,,weiblich,Rolle
Bürgersweiblichen,Bürgersweiblichen,,weiblich,Rolle
Schlangen,Schlangen,,genderneutral,Rolle
Trunkenbolde,Trunkenbolde,,männlich,Rolle
Besessenen,Besessenen,,genderneutral,Rolle
Paare,Paare,,genderneutral,Rolle
Arrestanten,Arrestanten,,männlich,Rolle
Wirte,Wirte,,männlich,Rolle
Mehrheit,Mehrheit,,genderneutral,Rolle
Angeredete,Angeredete,,genderneutral,Rolle
Sieben,Sieben,,genderneutral,Rolle
Angekommenen,Angekommenen,,genderneutral,Rolle
männlichli,männlichli,,männlich,Rolle
Grauköpfe,Grauköpfe,,genderneutral,Rolle
Kahlköpfe,Kahlköpfe,,genderneutral,Rolle
Propheten,Propheten,,genderneutral,Rolle
Siebenmänner,Siebenmänner,,männlich,Rolle
Schimmelköpfe,Schimmelköpfe,,genderneutral,Rolle
Verlobte,Verlobte,,genderneutral,Rolle
Figurenname,,,,
Bezeichnung,,,,
ein altes Geschlecht,ein altes Geschlecht,,,Figur
die Urahnen,die Urahnen,,,Figur
eine Gestalt,eine Gestalt,,,Figur
ein Bürgermeister,ein Bürgermeister,,,Figur
ein Barbier,ein Barbier,,,Figur
ein Amtschirurg,ein Amtschirurg,,,Figur
ein Scharfrichter,ein Scharfrichter,,,Figur
ein Inhaber,ein Inhaber,,,Figur
Vater Ich-Erzähler,Vater Ich-Erzähler,,,Figur
Ich-Erzähler,Ich-Erzähler,,,Figur
Burgherr von Grieshuus,Burgherr von Grieshuus,,,Figur
ein Fuhrknecht,ein Fuhrknecht,,,Figur
Junker Hinrich,Junker Hinrich,,,Figur
Junker Detlev,Junker Detlev,,,Figur
die Hörigen,die Hörigen,,,Figur
das Gesinde,das Gesinde,,,Figur
ein Informator,ein Informator,,,Figur
die Bauern,die Bauern,,,Figur
die Knechte,die Knechte,,,Figur
Owe Heiken,Owe Heiken,,,Figur
ein Geistlicher,ein Geistlicher,,,Figur
Hans Christoph,Hans Christoph,,,Figur
Kornschreiber,Kornschreiber,,,Figur
Bärbe,Bärbe,,,Figur
Greth-Lisa,Greth-Lisa,,,Figur
eine Magd,eine Magd,,,Figur
ein Chirurg,ein Chirurg,,,Figur
weiblich des Amtchirurgs,weiblich des Amtchirurgs,,,Figur
Amtschirurg,Amtschirurg,,,Figur
ein Küster,ein Küster,,,Figur
Heinrich Junker,Heinrich Junker,,,Figur
der Herzog,der Herzog,,,Figur
schwedischer Kriegsfürst,schwedischer Kriegsfürst,,,Figur
Dänenkönig,Dänenkönig,,,Figur
Kaiserliches Volk,Kaiserliches Volk,,,Figur
Brandenburger Volk,Brandenburger Volk,,,Figur
Polnische Volk,Polnische Volk,,,Figur
Türkisches Volk,Türkisches Volk,,,Figur
Tatarische Volk,Tatarische Volk,,,Figur
ein böser männlich,ein böser männlich,,,Figur
weiblich des bösen männliches,weiblich des bösen männliches,,,Figur
Gasthausvorsteher,Gasthausvorsteher,,,Figur
Tochter des Bösen männliches,Tochter des Bösen männliches,,,Figur
Familie der weiblich des bösen männliches,Familie der weiblich des bösen männliches,,,Figur
eine alte weiblich,eine alte weiblich,,,Figur
Kriegsparteien,Kriegsparteien,,,Figur
schwedischer König,schwedischer König,,,Figur
polnisches Volk,polnisches Volk,,,Figur
ein Soldat,ein Soldat,,,Figur
ein Hufschmied,ein Hufschmied,,,Figur
Owe Heikens,Owe Heikens,,,Figur
diese weiblich,diese weiblich,,,Figur
Tante der Brüder,Tante der Brüder,,,Figur
Mutter Hans Christoph,Mutter Hans Christoph,,,Figur
schwedische Offiziere,schwedische Offiziere,,,Figur
schwedische Soldaten,schwedische Soldaten,,,Figur
Jungfernschänder,Jungfernschänder,,,Figur
Herzog Christian Albrecht,Herzog Christian Albrecht,,,Figur
dänische Soldaten,dänische Soldaten,,,Figur
Herzog Friedrich,Herzog Friedrich,,,Figur
Minister Kielmännlichsegge,Minister Kielmännlichsegge,,,Figur
eine zukünftige weiblich,eine zukünftige weiblich,,,Figur
Burgweiblich von Grieshuus,Burgweiblich von Grieshuus,,,Figur
ein Pastor,ein Pastor,,,Figur
Burgherr von Grieshuss,Burgherr von Grieshuss,,,Figur
die Kirchenvorsteher,die Kirchenvorsteher,,,Figur
ein Ritter,ein Ritter,,,Figur
Martinus,Martinus,,,Figur
eine Ritterstochter,eine Ritterstochter,,,Figur
ein Landgerichtsnotar,ein Landgerichtsnotar,,,Figur
ein Pächter,ein Pächter,,,Figur
eine Gerichtsperson,eine Gerichtsperson,,,Figur
Anwesende,Anwesende,,,Figur
Protokollschreiber,Protokollschreiber,,,Figur
Pächter des Meierhofs,Pächter des Meierhofs,,,Figur
Mutter von weiblich Detlevs,Mutter von weiblich Detlevs,,,Figur
weiblich von Junker Detlev,weiblich von Junker Detlev,,,Figur
eine Kammerzofe,eine Kammerzofe,,,Figur
Tante der Bärbe,Tante der Bärbe,,,Figur
zwei Mägde,zwei Mägde,,,Figur
eine Hebamme,eine Hebamme,,,Figur
ein Bote,ein Bote,,,Figur
eine Dirne,eine Dirne,,,Figur
ein Schmied,ein Schmied,,,Figur
Matten,Matten,,,Figur
ein Reitknecht,ein Reitknecht,,,Figur
weiblich des Besenbinders,weiblich des Besenbinders,,,Figur
die Erben,die Erben,,,Figur
ein Verwalter,ein Verwalter,,,Figur
Verwandte Henriettes,Verwandte Henriettes,,,Figur
Kaiser Ferdinand,Kaiser Ferdinand,,,Figur
ein Tageslöhner,ein Tageslöhner,,,Figur
ein Jäger,ein Jäger,,,Figur
der Oberst,der Oberst,,,Figur
ein Friseur,ein Friseur,,,Figur
Karl X,Karl X,,,Figur
Junker Rolf,Junker Rolf,,,Figur
eine Wärterin,eine Wärterin,,,Figur
Heide von der Wisch,Heide von der Wisch,,,Figur
weiblich von Burgherr von Grieshuus,weiblich von Burgherr von Grieshuus,,,Figur
ein Verwandter,ein Verwandter,,,Figur
Adam Riese,Adam Riese,,,Figur
blinde Menschen,blinde Menschen,,,Figur
Caspar Bokenfeld,Caspar Bokenfeld,,,Figur
ein Nachtwächter,ein Nachtwächter,,,Figur
Herzog Fridericus IV,Herzog Fridericus IV,,,Figur
Carolum XII,Carolum XII,,,Figur
Adelheid,Adelheid,,,Figur
ein Schäfer,ein Schäfer,,,Figur
ergrauter männlich,ergrauter männlich,,,Figur
König Carolus,König Carolus,,,Figur
weiblich Herzoginwitwe,weiblich Herzoginwitwe,,,Figur
Pastor Heike Madsen,Pastor Heike Madsen,,,Figur
Antoinette Bourignon,Antoinette Bourignon,,,Figur
ein Christ,ein Christ,,,Figur
Geschlecht,Geschlecht,,genderneutral,Rolle
Urahnen,Urahnen,,genderneutral,Rolle
Adelsgeschlecht,Adelsgeschlecht,,genderneutral,Rolle
Amtschirurgus,Amtschirurgus,,männlich,Rolle
Scharfrichter,Scharfrichter,,männlich,Rolle
Inhaber,Inhaber,,männlich,Rolle
Chronist von Grieshuss,Chronist von Grieshuss,,männlich,Rolle
Fuhrknecht,Fuhrknecht,,männlich,Rolle
Zwillingsbrüder,Zwillingsbrüder,,männlich,Rolle
Hörige,Hörige,,genderneutral,Rolle
Jüngere,Jüngere,,männlich,Rolle
Informator,Informator,,männlich,Rolle
Ältere,Ältere,,männlich,Rolle
Revierjäger,Revierjäger,,männlich,Rolle
Erstgeborene,Erstgeborene,,männlich,Rolle
Hofesleute,Hofesleute,,genderneutral,Rolle
Sanftmütiger,Sanftmütiger,,genderneutral,Rolle
Hand Christoph,Hand Christoph,,männlich,Rolle
Dirnlein,Dirnlein,,männlich,Rolle
Ausgeberin,Ausgeberin,,weiblich,Rolle
Chirurgus,Chirurgus,,männlich,Rolle
Meisterin,Meisterin,,weiblich,Rolle
Nikolaus,Nikolaus,,männlich,Rolle
Meister Nikolaus,Meister Nikolaus,,männlich,Rolle
Küster,Küster,,männlich,Rolle
Hexenpaar,Hexenpaar,,genderneutral,Rolle
Junkherr,Junkherr,,männlich,Rolle
Herrensohn,Herrensohn,,männlich,Rolle
Männlein,Männlein,,männlich,Rolle
Zwillingsbruder,Zwillingsbruder,,männlich,Rolle
Herzig,Herzig,,männlich,Rolle
Kriegsfürst,Kriegsfürst,,männlich,Rolle
Mitregent,Mitregent,,männlich,Rolle
Schwestersohn,Schwestersohn,,männlich,Rolle
Kaislerliche,Kaislerliche,,männlich,Rolle
Brandenburger,Brandenburger,,genderneutral,Rolle
Tataren,Tataren,,genderneutral,Rolle
Sippe,Sippe,,genderneutral,Rolle
Neugeborene,Neugeborene,,genderneutral,Rolle
Möddersch,Möddersch,,weiblich,Rolle
Kriegsvolk,Kriegsvolk,,genderneutral,Rolle
Schweden,Schweden,,männlich,Rolle
Polacken,Polacken,,männlich,Rolle
Bursch,Bursch,,männlich,Rolle
Hufschmied,Hufschmied,,männlich,Rolle
kein Weib,kein Weib,,weiblich,Rolle
Kanaillen,Kanaillen,,männlich,Rolle
Gefesselte,Gefesselte,,weiblich,Rolle
Raubkerle,Raubkerle,,männlich,Rolle
Hauptleute,Hauptleute,,genderneutral,Rolle
Geschwisterkind,Geschwisterkind,,genderneutral,Rolle
Flüchtende,Flüchtende,,genderneutral,Rolle
Stehender,Stehender,,männlich,Rolle
Herr Junker,Herr Junker,,männlich,Rolle
Christoph,Christoph,,männlich,Rolle
Owe,Owe,,männlich,Rolle
Ohm,Ohm,,männlich,Rolle
Herr Hinrich,Herr Hinrich,,männlich,Rolle
Ow,Ow,,männlich,Rolle
Herzig Christian Albrecht,Herzig Christian Albrecht,,männlich,Rolle
Dänen,Dänen,,männlich,Rolle
Sippschaft,Sippschaft,,genderneutral,Rolle
Jesabel,Jesabel,,weiblich,Rolle
Liebste,Liebste,,weiblich,Rolle
Puppen,Puppen,,genderneutral,Rolle
Burgherr,Burgherr,,männlich,Rolle
Bauentölpel,Bauentölpel,,männlich,Rolle
Binnermagd,Binnermagd,,weiblich,Rolle
Ehgemahl,Ehgemahl,,männlich,Rolle
kein Gotteslästerer,kein Gotteslästerer,,männlich,Rolle
kein Jungfernschänder,kein Jungfernschänder,,männlich,Rolle
kein Edelmännlich,kein Edelmännlich,,männlich,Rolle
Herr Martinus,Herr Martinus,,männlich,Rolle
Pferdejunge,Pferdejunge,,männlich,Rolle
Landgerichtsnotar,Landgerichtsnotar,,männlich,Rolle
Herr von Grieshuus,Herr von Grieshuus,,männlich,Rolle
herzoglicher Rat,herzoglicher Rat,,männlich,Rolle
Begrabene,Begrabene,,männlich,Rolle
Patenkinde,Patenkinde,,genderneutral,Rolle
Gerichtsperson,Gerichtsperson,,genderneutral,Rolle
Unterbeamter,Unterbeamter,,männlich,Rolle
Heilige Dreifaltigkeit,Heilige Dreifaltigkeit,,genderneutral,Rolle
Notarius,Notarius,,männlich,Rolle
Vorleser,Vorleser,,männlich,Rolle
weiblich Bärbe,weiblich Bärbe,,weiblich,Rolle
Eheherrn,Eheherrn,,männlich,Rolle
Hinrich,Hinrich,,männlich,Rolle
Erwarteten,Erwarteten,,genderneutral,Rolle
Bräutigan,Bräutigan,,männlich,Rolle
Mägde,Mägde,,weiblich,Rolle
Hebamme,Hebamme,,weiblich,Rolle
Erbe,Erbe,,männlich,Rolle
Tote,Tote,,weiblich,Rolle
Barbara,Barbara,,weiblich,Rolle
Grundherr,Grundherr,,männlich,Rolle
Genannte,Genannte,,genderneutral,Rolle
Beklagter,Beklagter,,männlich,Rolle
Leibeigene,Leibeigene,,weiblich,Rolle
Leibeigener,Leibeigener,,männlich,Rolle
Siebenmonatskind,Siebenmonatskind,,genderneutral,Rolle
Erben,Erben,,männlich,Rolle
Kaiser Ferdinan,Kaiser Ferdinan,,männlich,Rolle
Dame von Grieshuus,Dame von Grieshuus,,weiblich,Rolle
Oberst Weib,Oberst Weib,,weiblich,Rolle
Eheherr,Eheherr,,männlich,Rolle
Henni,Henni,,weiblich,Rolle
Rolf,Rolf,,männlich,Rolle
Wärterin,Wärterin,,weiblich,Rolle
Klosterfräulein,Klosterfräulein,,weiblich,Rolle
Urgoßmutter,Urgoßmutter,,weiblich,Rolle
Melancholikus,Melancholikus,,männlich,Rolle
kein Landwirt,kein Landwirt,,männlich,Rolle
kein Jäger,kein Jäger,,männlich,Rolle
philosophus,philosophus,,männlich,Rolle
Rolfchen,Rolfchen,,männlich,Rolle
Lehrmeister,Lehrmeister,,männlich,Rolle
Magister,Magister,,männlich,Rolle
Christian Albrechts Sohn,Christian Albrechts Sohn,,männlich,Rolle
Magister Bokenfeld,Magister Bokenfeld,,männlich,Rolle
Teufelsjunge,Teufelsjunge,,männlich,Rolle
Herr Magister,Herr Magister,,männlich,Rolle
Familienvetter,Familienvetter,,männlich,Rolle
Wittmännlich,Wittmännlich,,männlich,Rolle
Klosterjungfer,Klosterjungfer,,weiblich,Rolle
kein Untergebener,kein Untergebener,,männlich,Rolle
kein Begehrender,kein Begehrender,,männlich,Rolle
Wildmeister,Wildmeister,,männlich,Rolle
Gabriel,Gabriel,,männlich,Rolle
Irrlehrerin,Irrlehrerin,,weiblich,Rolle
Antoniette Bourignon,Antoniette Bourignon,,weiblich,Rolle
Großpapa,Großpapa,,männlich,Rolle
Casanova,Casanova,,,Figur
der hohe Rat,der hohe Rat,,,Figur
hochmögende Herren,hochmögende Herren,,,Figur
Baron Perotti,Baron Perotti,,,Figur
Perottis Geliebte,Perottis Geliebte,,,Figur
Casanovas Wirtin,Casanovas Wirtin,,,Figur
Casanovas Diener,Casanovas Diener,,,Figur
Ein betrunkener männlich,Ein betrunkener männlich,,,Figur
Olivo,Olivo,,,Figur
Amalia,Amalia,,,Figur
Olivos Kinder,Olivos Kinder,,,Figur
Teresina,Teresina,,,Figur
Marcolina,Marcolina,,,Figur
Olivos Bruder,Olivos Bruder,,,Figur
Graf Marazzani,Graf Marazzani,,,Figur
Amalias Mutter,Amalias Mutter,,,Figur
Olivos Vater,Olivos Vater,,,Figur
Maria,Maria,,,Figur
Nanetta,Nanetta,,,Figur
Ein junger Bursche,Ein junger Bursche,,,Figur
Leutnant Lorenzi,Leutnant Lorenzi,,,Figur
Abbate Rossi,Abbate Rossi,,,Figur
Olivos Magd,Olivos Magd,,,Figur
Professor Morgagni,Professor Morgagni,,,Figur
Marchese Celsi,Marchese Celsi,,,Figur
Marchesa Celsi,Marchesa Celsi,,,Figur
Brüder Ricardi,Brüder Ricardi,,,Figur
Bankier Hope,Bankier Hope,,,Figur
Die Sophisten,Die Sophisten,,,Figur
Morgagni,Morgagni,,,Figur
Francesco Casanova,Francesco Casanova,,,Figur
Baldi,Baldi,,,Figur
Schwester Seraphina,Schwester Seraphina,,,Figur
König von Frankreich,König von Frankreich,,,Figur
Bürgermeister von Nürnberg,Bürgermeister von Nürnberg,,,Figur
Der ältere Bruder Ricardi,Der ältere Bruder Ricardi,,,Figur
Der junge Knecht,Der junge Knecht,,,Figur
Saugrenue,Saugrenue,,,Figur
Die Nonnen von Murano,Die Nonnen von Murano,,,Figur
Abenteurer,Abenteurer,,männlich,Rolle
Lästerer,Lästerer,,männlich,Rolle
angeblicher Baron,angeblicher Baron,,männlich,Rolle
Insassen,Insassen,,genderneutral,Rolle
Herr von Stande,Herr von Stande,,männlich,Rolle
Töchterlein,Töchterlein,,weiblich,Rolle
Chevalier von Seingalt,Chevalier von Seingalt,,männlich,Rolle
Chevalier,Chevalier,,männlich,Rolle
Brautmutter,Brautmutter,,weiblich,Rolle
Fahrgäste,Fahrgäste,,genderneutral,Rolle
Nichtgekannter,Nichtgekannter,,männlich,Rolle
Brautführer,Brautführer,,männlich,Rolle
Marchesa,Marchesa,,weiblich,Rolle
Hahnrei,Hahnrei,,männlich,Rolle
Sophist,Sophist,,männlich,Rolle
Gottesleugner,Gottesleugner,,männlich,Rolle
Philosophin,Philosophin,,weiblich,Rolle
Weltwunder,Weltwunder,,genderneutral,Rolle
Emissär,Emissär,,männlich,Rolle
weiblichenverführer,weiblichenverführer,,männlich,Rolle
Erfahrener,Erfahrener,,männlich,Rolle
Unverschämter,Unverschämter,,männlich,Rolle
Bügermeister,Bügermeister,,männlich,Rolle
Neuangekommene,Neuangekommene,,genderneutral,Rolle
Junggesellen,Junggesellen,,männlich,Rolle
Tropf,Tropf,,genderneutral,Rolle
Liebesleute,Liebesleute,,genderneutral,Rolle
Wundergeschöpf,Wundergeschöpf,,genderneutral,Rolle
Ungeschickter,Ungeschickter,,männlich,Rolle
Heuchlerin,Heuchlerin,,weiblich,Rolle
Verleumder,Verleumder,,männlich,Rolle
Erpresser,Erpresser,,männlich,Rolle
Dreizehnjährige,Dreizehnjährige,,weiblich,Rolle
Mathematiker,Mathematiker,,männlich,Rolle
Wissender,Wissender,,männlich,Rolle
Jenny Treibel,Jenny Treibel,,,Figur
"Fräulein Honig, Jenny Treibel","Fräulein Honig, Jenny Treibel",,,Figur
Fräulein Honig,Fräulein Honig,,,Figur
Wilibald Schmidt,Wilibald Schmidt,,,Figur
Vater von Jenny Treibel,Vater von Jenny Treibel,,,Figur
Mielke,Mielke,,,Figur
weiblich Schmolke,weiblich Schmolke,,,Figur
Corinna Schmidt,Corinna Schmidt,,,Figur
Eltern von Wilibald Schmidt,Eltern von Wilibald Schmidt,,,Figur
Vater von  Wilibald Schmidt,Vater von  Wilibald Schmidt,,,Figur
Mutter von Wilibald Schmidt,Mutter von Wilibald Schmidt,,,Figur
Vater von Wilibald Schmidt,Vater von Wilibald Schmidt,,,Figur
Urgroßmutter von Wilibald Schmidt,Urgroßmutter von Wilibald Schmidt,,,Figur
Mutter von Jenny Treibel,Mutter von Jenny Treibel,,,Figur
Herr Treibel,Herr Treibel,,,Figur
"Otto Treibel, Leopold Treibel","Otto Treibel, Leopold Treibel",,,Figur
Gesellschaften,Gesellschaften,,,Figur
Mister Nelson,Mister Nelson,,,Figur
Otto Treibel,Otto Treibel,,,Figur
"Otto Treibel, Helene Treibel","Otto Treibel, Helene Treibel",,,Figur
Familie von Mister Nelson,Familie von Mister Nelson,,,Figur
Helene Treibel,Helene Treibel,,,Figur
Adolar Krola,Adolar Krola,,,Figur
Goldammer,Goldammer,,,Figur
Marcell Wedderkopp,Marcell Wedderkopp,,,Figur
eine Tochter,eine Tochter,,,Figur
Leopold Treibel,Leopold Treibel,,,Figur
ein idealer Schwiegersohn,ein idealer Schwiegersohn,,,Figur
eine ideale Schwiegertochter,eine ideale Schwiegertochter,,,Figur
Johann,Johann,,,Figur
"Jenny Treibel, Herr Treibel","Jenny Treibel, Herr Treibel",,,Figur
Friedrich Distelkamp,Friedrich Distelkamp,,,Figur
Rindfleisch,Rindfleisch,,,Figur
Friedeberg,Friedeberg,,,Figur
Küchenjunge,Küchenjunge,,,Figur
Vogelsang,Vogelsang,,,Figur
Singer,Singer,,,Figur
Buggenhagen,Buggenhagen,,,Figur
"Majorin von Ziegenhals, Edwine von Bomst","Majorin von Ziegenhals, Edwine von Bomst",,,Figur
Fabrikbesitzer,Fabrikbesitzer,,,Figur
"Mister Nelson, Vogelsang","Mister Nelson, Vogelsang",,,Figur
Majorin von Ziegenhals,Majorin von Ziegenhals,,,Figur
Edwine von Bomst,Edwine von Bomst,,,Figur
Klopstock,Klopstock,,,Figur
Dienstleute,Dienstleute,,,Figur
Prinzeß Anisettchen,Prinzeß Anisettchen,,,Figur
Großmutter von Prinzeß Anisettchen,Großmutter von Prinzeß Anisettchen,,,Figur
"Vogelsang, Adolar Krola","Vogelsang, Adolar Krola",,,Figur
Bürgermeister Tschech,Bürgermeister Tschech,,,Figur
König Friedrich Wilhelm IV.,König Friedrich Wilhelm IV.,,,Figur
"König Friedrich Wilhelm IV., Königin","König Friedrich Wilhelm IV., Königin",,,Figur
George Herwegh,George Herwegh,,,Figur
Meyerbeer,Meyerbeer,,,Figur
Rittergutsbesitzer,Rittergutsbesitzer,,,Figur
Professoren,Professoren,,,Figur
Industrielle,Industrielle,,,Figur
Handelsgärtner,Handelsgärtner,,,Figur
Referendar Enghaus,Referendar Enghaus,,,Figur
Familie Schmidt,Familie Schmidt,,,Figur
Berlinerinnen,Berlinerinnen,,,Figur
Kraczinskis,Kraczinskis,,,Figur
Adel,Adel,,,Figur
Fortschrittler,Fortschrittler,,männlich,Rolle
Grabillon,Grabillon,,,Figur
Nichtgrüßer,Nichtgrüßer,,,Figur
Blanca und Elfriede Felgentreu,Blanca und Elfriede Felgentreu,,,Figur
Elfriede Felgentreu,Elfriede Felgentreu,,,Figur
Herr Felgentreu,Herr Felgentreu,,,Figur
Herr Schmolke,Herr Schmolke,,,Figur
"Rindfleisch, Hannibal Kuh","Rindfleisch, Hannibal Kuh",,,Figur
Immanuel Schultze,Immanuel Schultze,,,Figur
Charles Etienne,Charles Etienne,,,Figur
"Friedrich Distelkamp, Rindfleisch, Hannibal Kuh, Charles Etienne, Friedeberg, Immanuel Schultze","Friedrich Distelkamp, Rindfleisch, Hannibal Kuh, Charles Etienne, Friedeberg, Immanuel Schultze",,,Figur
"Friedrich Distelkamp, Rindfleisch, Hannibal Kuh, Charles Etienne, Friedeberg, Immanuel Schultze, Wilibald Schmidt","Friedrich Distelkamp, Rindfleisch, Hannibal Kuh, Charles Etienne, Friedeberg, Immanuel Schultze, Wilibald Schmidt",,,Figur
Hannibal Kuh,Hannibal Kuh,,,Figur
"Friedrich Distelkamp, Wilibald Schmidt","Friedrich Distelkamp, Wilibald Schmidt",,,Figur
Großvater von Wilibald Schmidt,Großvater von Wilibald Schmidt,,,Figur
"Charles Etienne, Marcell Wedderkopp","Charles Etienne, Marcell Wedderkopp",,,Figur
"Hannibal Kuh, Immanuel Schultze","Hannibal Kuh, Immanuel Schultze",,,Figur
Phrynichos,Phrynichos,,,Figur
Barfus,Barfus,,,Figur
junger Offizier,junger Offizier,,,Figur
